Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,90037,2023-02-03,0.1696378106,0.1079068942,0.1159525942,21,100
Market-Adjusted Model,90038,2023-02-03,0.0520419771,-0.000949296,-0.001643239,21,100
Market-Adjusted Model,90041,2023-02-03,0.0135179474,-0.039155229,-0.040167269,21,100
Market-Adjusted Model,90042,2023-02-03,0.0691209352,0.0154322406,0.0154357189,21,100
Market-Adjusted Model,90047,2023-02-03,-0.003457194,-0.056520862,-0.05714241,21,100
Market-Adjusted Model,90050,2023-02-03,0.0401639168,-0.012927531,-0.0135213,21,100
Market-Adjusted Model,90056,2023-02-03,0.0033342748,-0.049208669,-0.050350942,21,100
Market-Adjusted Model,90057,2023-02-03,-0.024101235,-0.077751524,-0.077786452,21,100
Market-Adjusted Model,90063,2023-02-03,0.055579539,0.0018070599,0.0018943226,21,100
Market-Adjusted Model,90066,2023-02-03,0.0223826932,-0.029779465,-0.031302523,21,100
Market-Adjusted Model,90068,2023-02-03,0.0309156022,-0.021583828,-0.022769614,21,100
Market-Adjusted Model,90071,2023-02-03,0.1149694001,0.0589801422,0.0612841837,21,100
Market-Adjusted Model,90073,2023-02-03,0.0476815755,-0.006433325,-0.006003641,21,100
Market-Adjusted Model,90077,2023-02-03,0.0277457493,-0.024695116,-0.025939467,21,100
Market-Adjusted Model,90081,2023-02-03,0.0177858865,-0.027337735,-0.03589933,21,100
Market-Adjusted Model,90082,2023-02-03,0.1976544509,0.1341911492,0.1439692345,21,100
Market-Adjusted Model,90088,2023-02-03,0.2114285052,0.145441194,0.1577432888,21,100
Market-Adjusted Model,90090,2023-02-03,0.0512452893,0.0091047312,-0.002439927,21,100
Market-Adjusted Model,90092,2023-02-03,0.0220635001,-0.029556072,-0.031621716,21,100
Market-Adjusted Model,90097,2023-02-03,0.11467747,0.0644978205,0.0609922536,21,100
Market-Adjusted Model,90098,2023-02-03,0.1575292586,0.122662417,0.1038440422,21,100
Market-Adjusted Model,90101,2023-02-03,0.3681592103,0.2800923562,0.3144739939,21,100
Market-Adjusted Model,90102,2023-02-03,0.0966831286,0.0423529948,0.0429979122,21,100
Market-Adjusted Model,90103,2023-02-03,0.045193099,-0.008538003,-0.008492117,21,100
Market-Adjusted Model,90105,2023-02-03,0.0209646864,-0.03167987,-0.03272053,21,100
Market-Adjusted Model,90108,2023-02-03,-0.01740036,-0.070569749,-0.071085576,21,100
Market-Adjusted Model,90114,2023-02-03,0.0353999872,-0.017449647,-0.018285229,21,100
Market-Adjusted Model,90118,2023-02-03,-0.173020569,-0.240219356,-0.226705785,21,100
Market-Adjusted Model,90120,2023-02-03,0.0379013745,-0.014843101,-0.015783842,21,100
Market-Adjusted Model,90121,2023-02-03,0.0131039998,-0.039315847,-0.040581217,21,100
Market-Adjusted Model,90125,2023-02-03,-0.048564174,-0.097833763,-0.102249391,21,100
Market-Adjusted Model,90126,2023-02-03,0.0901502164,0.0374894058,0.036465,21,100
Market-Adjusted Model,90160,2023-02-03,0.0275213193,-0.026061293,-0.026163897,21,100
Market-Adjusted Model,90161,2023-02-03,0.0514539093,-0.002519349,-0.002231307,21,100
Market-Adjusted Model,90162,2023-02-03,0.1729322495,0.1121011863,0.1192470331,21,100
Market-Adjusted Model,90164,2023-02-03,-0.051505519,-0.094471684,-0.105190735,21,100
Market-Adjusted Model,90170,2023-02-03,-0.345651456,-0.447199658,-0.399336672,21,100
Market-Adjusted Model,90175,2023-02-03,0.0133152582,-0.018200399,-0.040369958,21,100
Market-Adjusted Model,90177,2023-02-03,0.0481602385,-0.001898293,-0.005524978,21,100
Market-Adjusted Model,90178,2023-02-03,-0.025245032,-0.076321673,-0.078930248,21,100
Market-Adjusted Model,90179,2023-02-03,-0.018504813,-0.069080323,-0.07219003,21,100
Market-Adjusted Model,90188,2023-02-03,0.0113895237,-0.036863379,-0.042295693,21,100
Market-Adjusted Model,90194,2023-02-03,0.0852496062,0.0305666899,0.0315643898,21,100
Market-Adjusted Model,90199,2023-02-03,0.0643962443,0.0119796072,0.0107110279,21,100
Market-Adjusted Model,90202,2023-02-03,0.055700639,0.0010039651,0.0020154226,21,100
Market-Adjusted Model,90205,2023-02-03,-0.00803654,-0.060711992,-0.061721756,21,100
Market-Adjusted Model,90213,2023-02-03,-0.006410229,-0.059858939,-0.060095445,21,100
Market-Adjusted Model,90214,2023-02-03,0.0273972354,-0.023912788,-0.026287981,21,100
Market-Adjusted Model,90215,2023-02-03,0.1281332849,0.0723566646,0.0744480685,21,100
Market-Adjusted Model,90219,2023-02-03,0.0304878265,-0.0214759,-0.02319739,21,100
Market-Adjusted Model,90223,2023-02-03,-0.094736817,-0.147744765,-0.148422034,21,100
Market-Adjusted Model,90227,2023-02-03,0.0062470459,-0.044736539,-0.047438171,21,100
Market-Adjusted Model,90228,2023-02-03,-0.001378305,-0.05237324,-0.055063521,21,100
Market-Adjusted Model,90244,2023-02-03,-0.021812049,-0.074961204,-0.075497266,21,100
Market-Adjusted Model,90248,2023-02-03,0.0243943813,-0.027141723,-0.029290835,21,100
Market-Adjusted Model,90249,2023-02-03,0.1508789764,0.0914153218,0.09719376,21,100
Market-Adjusted Model,90253,2023-02-03,-0.028792536,-0.080957822,-0.082477753,21,100
Market-Adjusted Model,90256,2023-02-03,0.0748094556,0.0204520644,0.0211242392,21,100
Market-Adjusted Model,90257,2023-02-03,0.0496977857,-0.003907975,-0.003987431,21,100
Market-Adjusted Model,90258,2023-02-03,0.0257901819,-0.027330615,-0.027895034,21,100
Market-Adjusted Model,90259,2023-02-03,0.0563024239,0.0025472462,0.0026172075,21,100
Market-Adjusted Model,90260,2023-02-03,0.0699224584,0.0157731107,0.016237242,21,100
Market-Adjusted Model,90261,2023-02-03,0.0411764711,-0.012213911,-0.012508745,21,100
Market-Adjusted Model,90263,2023-02-03,0.0667885081,0.0127067469,0.0131032917,21,100
Market-Adjusted Model,90264,2023-02-03,0.0645245442,0.0109563749,0.0108393278,21,100
Market-Adjusted Model,90265,2023-02-03,0.0661036042,0.0119844635,0.0124183878,21,100
Market-Adjusted Model,90266,2023-02-03,0.1080074344,0.0529479279,0.054322218,21,100
Market-Adjusted Model,90267,2023-02-03,0.0089399966,-0.04318047,-0.04474522,21,100
Market-Adjusted Model,90269,2023-02-03,0.0306190416,-0.022987707,-0.023066175,21,100
Market-Adjusted Model,90276,2023-02-03,-0.031239662,-0.080784323,-0.084924879,21,100
Market-Adjusted Model,90285,2023-02-03,0.2455752487,0.1754666723,0.1918900324,21,100
Market-Adjusted Model,90288,2023-02-03,0.0434782129,0.0011014477,-0.010207003,21,100
Market-Adjusted Model,90291,2023-02-03,0.0519232585,-0.001643738,-0.001761958,21,100
Market-Adjusted Model,90298,2023-02-03,-0.470328939,-0.502532316,-0.524014155,21,100
Market-Adjusted Model,90302,2023-02-03,0.0408658515,-0.013148642,-0.012819365,21,100
Market-Adjusted Model,90303,2023-02-03,0.0366023318,-0.01413204,-0.017082885,21,100
Market-Adjusted Model,90305,2023-02-03,0.0599333674,0.0083454404,0.006248151,21,100
Market-Adjusted Model,90306,2023-02-03,0.0578358396,0.0037043015,0.0041506232,21,100
Market-Adjusted Model,90307,2023-02-03,0.1085882949,0.0517203199,0.0549030785,21,100
Market-Adjusted Model,90312,2023-02-03,0.108086149,0.0515443074,0.0544009326,21,100
Market-Adjusted Model,90313,2023-02-03,0.2080124042,0.1764015422,0.1543271879,21,100
Market-Adjusted Model,90314,2023-02-03,0.1678520348,0.1102929584,0.1141668184,21,100
Market-Adjusted Model,90319,2023-02-03,0.0139709372,-0.027767256,-0.039714279,21,100
Market-Adjusted Model,90325,2023-02-03,0.2146118681,0.1566598885,0.1609266517,21,100
Market-Adjusted Model,90329,2023-02-03,0.0527063371,0.0028944438,-0.000978879,21,100
Market-Adjusted Model,90340,2023-02-03,-0.012127857,-0.064507,-0.065813073,21,100
Market-Adjusted Model,90346,2023-02-03,0.032918595,-0.000038396,-0.000078492,2,100
Market-Adjusted Model,90347,2023-02-03,-0.052125401,-0.103382854,-0.105810617,21,100
Market-Adjusted Model,90348,2023-02-03,0.0657744206,0.0110355494,0.0120892042,21,100
Market-Adjusted Model,90349,2023-02-03,0.0680249264,0.0163218783,0.01433971,21,100
Market-Adjusted Model,90350,2023-02-03,0.0289637018,-0.023749238,-0.024721515,21,100
Market-Adjusted Model,90353,2023-02-03,0.1559322583,0.0955074373,0.1022470419,21,100
Market-Adjusted Model,90358,2023-02-03,-0.022490546,-0.072818602,-0.076175762,21,100
Market-Adjusted Model,90371,2023-02-03,0.0069899514,-0.041492004,-0.046695265,21,100
Market-Adjusted Model,90373,2023-02-03,0.0552591755,0.0031850486,0.0015739591,21,100
Market-Adjusted Model,90376,2023-02-03,0.0482632079,-0.004389931,-0.005422009,21,100
Market-Adjusted Model,90377,2023-02-03,0.0812491807,0.0316948701,0.0275639643,21,100
Market-Adjusted Model,90383,2023-02-03,-0.068454262,-0.121234946,-0.122139478,21,100
Market-Adjusted Model,90386,2023-02-03,0.0669948071,0.0135249975,0.0133095907,21,100
Market-Adjusted Model,90389,2023-02-03,0.0538221959,-0.000343416,0.0001369795,21,100
Market-Adjusted Model,90390,2023-02-03,0.0038912675,-0.048387679,-0.049793949,21,100
Market-Adjusted Model,90394,2023-02-03,0.0292338696,-0.020336253,-0.024451347,21,100
Market-Adjusted Model,90396,2023-02-03,0.0721551706,0.0198216271,0.0184699542,21,100
Market-Adjusted Model,90400,2023-02-03,0.183150165,0.1567792244,0.1294649486,21,100
Market-Adjusted Model,90401,2023-02-03,0.0473655876,-0.006065669,-0.006319629,21,100
Market-Adjusted Model,90409,2023-02-03,0.0292045476,-0.022736113,-0.024480669,21,100
Market-Adjusted Model,90423,2023-02-03,-0.047546004,-0.099658435,-0.101231221,21,100
Market-Adjusted Model,90427,2023-02-03,0.0659037153,0.0125217637,0.0122184989,21,100
Market-Adjusted Model,90430,2023-02-03,-0.079556894,-0.126801495,-0.13324211,21,100
Market-Adjusted Model,90432,2023-02-03,0.052147265,0.0016351558,-0.001537951,21,100
Market-Adjusted Model,90433,2023-02-03,-0.149545451,-0.208057212,-0.203230667,21,100
Market-Adjusted Model,90434,2023-02-03,-0.036703282,-0.090550922,-0.090388499,21,100
Market-Adjusted Model,90436,2023-02-03,-0.025136416,-0.076224365,-0.078821632,21,100
Market-Adjusted Model,90443,2023-02-03,-0.092000006,-0.138638551,-0.145685222,21,100
Market-Adjusted Model,90444,2023-02-03,0.0471174057,-0.005837199,-0.006567811,21,100
Market-Adjusted Model,90448,2023-02-03,-0.047973789,-0.10186549,-0.101659006,21,100
Market-Adjusted Model,90454,2023-02-03,0.0879119987,0.0418521684,0.0342267823,21,100
Market-Adjusted Model,90455,2023-02-03,0.309948046,0.2348019401,0.2562628296,21,100
Market-Adjusted Model,90458,2023-02-03,0.0487805129,-0.003631159,-0.004904703,21,100
Market-Adjusted Model,90464,2023-02-03,0.0817308077,0.026304632,0.0280455913,21,100
Market-Adjusted Model,90470,2023-02-03,0.0284971752,-0.025205485,-0.025188041,21,100
Market-Adjusted Model,90476,2023-02-03,0.0767326664,0.0462891993,0.02304745,21,100
Market-Adjusted Model,90483,2023-02-03,-0.213793148,-0.240299843,-0.267478365,21,100
Market-Adjusted Model,90490,2023-02-03,0.3130742412,0.2334375571,0.2593890248,21,100
Market-Adjusted Model,90495,2023-02-03,-0.008829432,-0.059612476,-0.062514648,21,100
Market-Adjusted Model,90496,2023-02-03,0.1570131585,0.0958691028,0.1033279421,21,100
Market-Adjusted Model,90505,2023-02-03,0.0303476494,-0.020399908,-0.023337567,21,100
Market-Adjusted Model,90506,2023-02-03,0.1978022101,0.1616116119,0.1441169937,21,100
Market-Adjusted Model,90510,2023-02-03,0.0548457987,0.0003276302,0.0011605823,21,100
Market-Adjusted Model,90511,2023-02-03,0.0337714599,-0.019261769,-0.019913757,21,100
Market-Adjusted Model,90512,2023-02-03,-0.030303055,-0.078226579,-0.083988271,21,100
Market-Adjusted Model,90516,2023-02-03,0.211743751,0.1708698782,0.1580585346,21,100
Market-Adjusted Model,90520,2023-02-03,0.0259049547,-0.02543974,-0.027780262,21,100
Market-Adjusted Model,90523,2023-02-03,0.0444869547,-0.008579531,-0.009198262,21,100
Market-Adjusted Model,90525,2023-02-03,-0.047969429,-0.101827363,-0.101654646,21,100
Market-Adjusted Model,90526,2023-02-03,0.0479312829,-0.005574116,-0.005753934,21,100
Market-Adjusted Model,90533,2023-02-03,-0.082781463,-0.125034138,-0.13646668,21,100
Market-Adjusted Model,90534,2023-02-03,0.0146154096,-0.037610977,-0.039069807,21,100
Market-Adjusted Model,90539,2023-02-03,0.0174820853,-0.028979494,-0.036203131,21,100
Market-Adjusted Model,90542,2023-02-03,-0.176610972,-0.229340985,-0.230296188,21,100
Market-Adjusted Model,90544,2023-02-03,0.0652977449,0.0115463815,0.0116125285,21,100
Market-Adjusted Model,90548,2023-02-03,0.091350482,0.0420069496,0.0376652656,21,100
Market-Adjusted Model,90550,2023-02-03,0.0867868021,0.03241547,0.0331015857,21,100
Market-Adjusted Model,90552,2023-02-03,0.0235893121,-0.030088404,-0.030095904,21,100
Market-Adjusted Model,90558,2023-02-03,0.0039292335,-0.046982879,-0.049755983,21,100
Market-Adjusted Model,90562,2023-02-03,-0.212087936,-0.26873772,-0.265773152,21,100
Market-Adjusted Model,90563,2023-02-03,0.0555080825,0.0018287746,0.0018228661,21,100
Market-Adjusted Model,90564,2023-02-03,-0.075361038,-0.127003877,-0.129046254,21,100
Market-Adjusted Model,90568,2023-02-03,0.4653465671,0.3498648733,0.4116613507,21,100
Market-Adjusted Model,90569,2023-02-03,0.0986680989,0.0454860281,0.0449828825,21,100
Market-Adjusted Model,90590,2023-02-03,0.0118093554,-0.040132061,-0.041875861,21,100
Market-Adjusted Model,90591,2023-02-03,0.1585847899,0.0976895426,0.1048995735,21,100
Market-Adjusted Model,90595,2023-02-03,0.1317063026,0.0815113843,0.0780210862,21,100
Market-Adjusted Model,90600,2023-02-03,-0.003077762,-0.045103713,-0.056762978,21,100
Market-Adjusted Model,90601,2023-02-03,-0.039999975,-0.090842841,-0.093685192,21,100
Market-Adjusted Model,90603,2023-02-03,0.055998849,0.0025111622,0.0023136326,21,100
Market-Adjusted Model,90604,2023-02-03,0.108695605,0.0672110805,0.0550103886,21,100
Market-Adjusted Model,90605,2023-02-03,-0.063683334,-0.076973831,-0.11736855,21,100
Market-Adjusted Model,90607,2023-02-03,0.0100742764,-0.042778976,-0.04361094,21,100
Market-Adjusted Model,90608,2023-02-03,0.328969855,0.2630970631,0.2752846386,21,100
Market-Adjusted Model,90611,2023-02-03,-0.031896145,-0.085140004,-0.085581362,21,100
Market-Adjusted Model,90612,2023-02-03,0.0261272748,-0.026609785,-0.027557942,21,100
Market-Adjusted Model,90618,2023-02-03,0.0436823979,-0.003272779,-0.010002818,21,100
Market-Adjusted Model,90619,2023-02-03,0.0435983616,-0.009926621,-0.010086855,21,100
Market-Adjusted Model,90620,2023-02-03,0.0210074914,-0.032345171,-0.032677725,21,100
Market-Adjusted Model,90621,2023-02-03,0.0448845099,-0.008882301,-0.008800706,21,100
Market-Adjusted Model,90622,2023-02-03,0.0728268372,0.0183477836,0.0191416208,21,100
Market-Adjusted Model,90623,2023-02-03,0.0500209582,-0.003744129,-0.003664258,21,100
Market-Adjusted Model,90624,2023-02-03,0.0731077767,0.0182466745,0.0194225603,21,100
Market-Adjusted Model,90630,2023-02-03,0.1167108882,0.0624565737,0.0630256718,21,100
Market-Adjusted Model,90634,2023-02-03,0.2566283658,0.187682546,0.2029431494,21,100
Market-Adjusted Model,90636,2023-02-03,0.0628992992,0.0125949465,0.0092140828,21,100
Market-Adjusted Model,90640,2023-02-03,0.031617623,-0.000899191,-0.022067593,21,100
Market-Adjusted Model,90646,2023-02-03,0.0032045155,-0.049463545,-0.050480701,21,100
Market-Adjusted Model,90648,2023-02-03,0.0222819585,-0.030969213,-0.031403258,21,100
Market-Adjusted Model,90664,2023-02-03,0.0806026856,0.030953364,0.0269174692,21,100
Market-Adjusted Model,90672,2023-02-03,0.1736527497,0.1102659506,0.1199675333,21,100
Market-Adjusted Model,90675,2023-02-03,0.0190375462,-0.033715212,-0.03464767,21,100
Market-Adjusted Model,90679,2023-02-03,-0.128755347,-0.165337659,-0.182440563,21,100
Market-Adjusted Model,90680,2023-02-03,0.0196304909,-0.029832337,-0.034054726,21,100
Market-Adjusted Model,90682,2023-02-03,0.0608108329,0.0208765559,0.0071256165,21,100
Market-Adjusted Model,90685,2023-02-03,0.0287148674,-0.024640383,-0.024970349,21,100
Market-Adjusted Model,90689,2023-02-03,-0.013442738,-0.065163294,-0.067127954,21,100
Market-Adjusted Model,90695,2023-02-03,-0.049286314,-0.091680391,-0.10297153,21,100
Market-Adjusted Model,90701,2023-02-03,-0.018051741,-0.069166486,-0.071736957,21,100
Market-Adjusted Model,90706,2023-02-03,-0.055519071,-0.103102464,-0.109204287,21,100
Market-Adjusted Model,90708,2023-02-03,0.0012199479,-0.049345266,-0.052465268,21,100
Market-Adjusted Model,90710,2023-02-03,0.1496788615,0.0896446175,0.0959936451,21,100
Market-Adjusted Model,90715,2023-02-03,0.0802389769,0.0307784904,0.0265537605,21,100
Market-Adjusted Model,90716,2023-02-03,-0.096739134,-0.149753625,-0.15042435,21,100
Market-Adjusted Model,90718,2023-02-03,0.0326522934,-0.020037845,-0.021032923,21,100
Market-Adjusted Model,90720,2023-02-03,0.1723741469,0.1094040411,0.1186889305,21,100
Market-Adjusted Model,90724,2023-02-03,0.1002303617,0.0452578759,0.0465451453,21,100
Market-Adjusted Model,90729,2023-02-03,0.0599534425,0.0071910921,0.0062682261,21,100
Market-Adjusted Model,90731,2023-02-03,0.1888726132,0.1258587115,0.1351873968,21,100
Market-Adjusted Model,90734,2023-02-03,0.0291681484,-0.022965368,-0.024517068,21,100
Market-Adjusted Model,90735,2023-02-03,0.110743731,0.0546426082,0.0570585146,21,100
Market-Adjusted Model,90744,2023-02-03,0.0694209274,0.0171086442,0.015735711,21,100
Market-Adjusted Model,90751,2023-02-03,0.1220302392,0.0716714036,0.0683450228,21,100
Market-Adjusted Model,90753,2023-02-03,0.0677080532,0.0130694536,0.0140228368,21,100
Market-Adjusted Model,90755,2023-02-03,-0.077670909,-0.128490434,-0.131356126,21,100
Market-Adjusted Model,90756,2023-02-03,-0.002993937,-0.047795761,-0.056679153,21,100
Market-Adjusted Model,90765,2023-02-03,0.053070468,-0.000837133,-0.000614748,21,100
Market-Adjusted Model,90766,2023-02-03,0.0840510561,0.0301501895,0.0303658397,21,100
Market-Adjusted Model,90767,2023-02-03,0.1036968867,0.049570093,0.0500116703,21,100
Market-Adjusted Model,90768,2023-02-03,-0.005000565,-0.058006714,-0.058685781,21,100
Market-Adjusted Model,90769,2023-02-03,0.069087748,0.0150026378,0.0154025316,21,100
Market-Adjusted Model,90770,2023-02-03,0.0907551199,0.0361403366,0.0370699035,21,100
Market-Adjusted Model,90771,2023-02-03,0.0259423958,-0.02742128,-0.027742821,21,100
Market-Adjusted Model,90773,2023-02-03,-0.002726023,-0.055125102,-0.056411239,21,100
Market-Adjusted Model,90775,2023-02-03,0.0517130252,-0.001819188,-0.001972191,21,100
Market-Adjusted Model,90776,2023-02-03,0.1942445601,0.1327998328,0.1405593437,21,100
Market-Adjusted Model,90783,2023-02-03,-0.145985434,-0.197345322,-0.19967065,21,100
Market-Adjusted Model,90790,2023-02-03,-0.028485762,-0.072535347,-0.082170978,21,100
Market-Adjusted Model,90794,2023-02-03,0.0354047027,-0.017049462,-0.018280514,21,100
Market-Adjusted Model,90796,2023-02-03,-0.05960855,-0.113813127,-0.113293767,21,100
Market-Adjusted Model,90803,2023-02-03,0.0855745481,0.0351880266,0.0318893317,21,100
Market-Adjusted Model,90808,2023-02-03,0.017652001,-0.026925617,-0.036033215,21,100
Market-Adjusted Model,90825,2023-02-03,-0.023372265,-0.070948776,-0.077057481,21,100
Market-Adjusted Model,90827,2023-02-03,0.0343452927,-0.018994627,-0.019339924,21,100
Market-Adjusted Model,90829,2023-02-03,-0.031091145,-0.080913276,-0.084776362,21,100
Market-Adjusted Model,90834,2023-02-03,0.0483014782,-0.005138461,-0.005383738,21,100
Market-Adjusted Model,90835,2023-02-03,0.0125025744,-0.040706825,-0.041182642,21,100
Market-Adjusted Model,90837,2023-02-03,0.0060854514,-0.046941429,-0.047599765,21,100
Market-Adjusted Model,90839,2023-02-03,0.0063317695,-0.046621173,-0.047353447,21,100
Market-Adjusted Model,90850,2023-02-03,0.0518737887,-0.002224502,-0.001811428,21,100
Market-Adjusted Model,90853,2023-02-03,0.0112359588,-0.042037652,-0.042449258,21,100
Market-Adjusted Model,90856,2023-02-03,-0.041121935,-0.088484937,-0.094807151,21,100
Market-Adjusted Model,90857,2023-02-03,0.1055548004,0.072986712,0.051869584,21,100
Market-Adjusted Model,90866,2023-02-03,-0.006950864,-0.058004259,-0.06063608,21,100
Market-Adjusted Model,90868,2023-02-03,0.3132580426,0.2285921098,0.2595728262,21,100
Market-Adjusted Model,90870,2023-02-03,0.045891392,-0.004627597,-0.007793824,21,100
Market-Adjusted Model,90871,2023-02-03,0.0473934349,-0.003441329,-0.006291782,21,100
Market-Adjusted Model,90875,2023-02-03,0.085308092,0.0318327741,0.0316228756,21,100
Market-Adjusted Model,90878,2023-02-03,0.0515844397,-0.002035564,-0.002100777,21,100
Market-Adjusted Model,90880,2023-02-03,0.0915047466,0.0357475395,0.0378195302,21,100
Market-Adjusted Model,90882,2023-02-03,0.0196698867,-0.03335109,-0.03401533,21,100
Market-Adjusted Model,90884,2023-02-03,0.0517163236,-0.001998965,-0.001968893,21,100
Market-Adjusted Model,90885,2023-02-03,0.1900620753,0.1237450842,0.1363768589,21,100
Market-Adjusted Model,90886,2023-02-03,0.135203372,0.0790494454,0.0815181556,21,100
Market-Adjusted Model,90890,2023-02-03,0.0062112141,-0.047007395,-0.047474002,21,100
Market-Adjusted Model,90892,2023-02-03,0.0264099845,-0.026900509,-0.027275232,21,100
Market-Adjusted Model,90899,2023-02-03,0.3802269811,0.5349778416,0.3265417647,21,100
Market-Adjusted Model,90902,2023-02-03,0.0116435425,-0.040763923,-0.042041674,21,100
Market-Adjusted Model,90907,2023-02-03,-0.029850718,-0.071562038,-0.083535934,21,100
Market-Adjusted Model,90913,2023-02-03,0.200443941,0.146164904,0.1467587246,21,100
Market-Adjusted Model,90917,2023-02-03,0.0800121162,0.0439279526,0.0263268998,21,100
Market-Adjusted Model,90919,2023-02-03,0.0888683356,0.0331821553,0.0351831192,21,100
Market-Adjusted Model,90922,2023-02-03,-0.001460428,-0.052570883,-0.055145644,21,100
Market-Adjusted Model,90925,2023-02-03,0.0417172269,-0.010436285,-0.01196799,21,100
Market-Adjusted Model,90926,2023-02-03,-0.200534762,-0.259839926,-0.254219979,21,100
Market-Adjusted Model,90927,2023-02-03,0.0319269903,-0.020955428,-0.021758226,21,100
Market-Adjusted Model,90928,2023-02-03,0.0131622523,-0.03956286,-0.040522964,21,100
Market-Adjusted Model,90930,2023-02-03,0.0415879511,-0.009383527,-0.012097265,21,100
Market-Adjusted Model,90934,2023-02-03,-0.078921396,-0.129766011,-0.132606612,21,100
Market-Adjusted Model,90935,2023-02-03,0.0762402353,0.0221524149,0.0225550189,21,100
Market-Adjusted Model,90936,2023-02-03,0.0707836717,0.0154060177,0.0170984553,21,100
Market-Adjusted Model,90943,2023-02-03,0.3258344154,0.242913884,0.272149199,21,100
Market-Adjusted Model,90949,2023-02-03,0.1352171376,0.0760839647,0.0815319212,21,100
Market-Adjusted Model,90950,2023-02-03,-0.056737537,-0.108413001,-0.110422754,21,100
Market-Adjusted Model,90955,2023-02-03,0.2668250213,0.2317550962,0.2131398049,21,100
Market-Adjusted Model,90961,2023-02-03,-0.069686343,-0.122615906,-0.12337156,21,100
Market-Adjusted Model,90963,2023-02-03,0.0766253674,0.0227651402,0.022940151,21,100
Market-Adjusted Model,90965,2023-02-03,0.2295081719,0.1626237868,0.1758229555,21,100
Market-Adjusted Model,90971,2023-02-03,-0.115335107,-0.174428315,-0.169020323,21,100
Market-Adjusted Model,90973,2023-02-03,0.0846325445,0.0316322331,0.0309473281,21,100
Market-Adjusted Model,90976,2023-02-03,-0.030746429,-0.064928783,-0.084431646,21,100
Market-Adjusted Model,90978,2023-02-03,-0.016304261,-0.060601614,-0.069989477,21,100
Market-Adjusted Model,90979,2023-02-03,-0.078878143,-0.127698268,-0.132563359,21,100
Market-Adjusted Model,90983,2023-02-03,0.0217511316,-0.031590678,-0.031934085,21,100
Market-Adjusted Model,90986,2023-02-03,0.001333364,-0.051948038,-0.052351852,21,100
Market-Adjusted Model,90988,2023-02-03,0.2685949759,0.2035682801,0.2149097595,21,100
Market-Adjusted Model,90989,2023-02-03,0.39097742,0.3049828996,0.3372922036,21,100
Market-Adjusted Model,90993,2023-02-03,0.0017770517,-0.050616432,-0.051908165,21,100
Market-Adjusted Model,90998,2023-02-03,0.0484808691,-0.005425874,-0.005204347,21,100
Market-Adjusted Model,90999,2023-02-03,-0.297409193,-0.385795726,-0.35109441,21,100
Market-Adjusted Model,91001,2023-02-03,0.0360519769,-0.017247529,-0.017633239,21,100
Market-Adjusted Model,91002,2023-02-03,0.0718414275,0.017427075,0.0181562111,21,100
Market-Adjusted Model,91004,2023-02-03,0.0606720384,0.0062226094,0.006986822,21,100
Market-Adjusted Model,91005,2023-02-03,0.0850877458,0.0298681183,0.0314025294,21,100
Market-Adjusted Model,91006,2023-02-03,0.0672750668,0.0131583374,0.0135898504,21,100
Market-Adjusted Model,91007,2023-02-03,0.0597305054,0.0054187668,0.006045289,21,100
Market-Adjusted Model,91008,2023-02-03,0.0613144809,0.0075235022,0.0076292645,21,100
Market-Adjusted Model,91009,2023-02-03,0.0603585197,0.0062983625,0.0066733033,21,100
Market-Adjusted Model,91010,2023-02-03,0.0479317687,-0.005597301,-0.005753448,21,100
Market-Adjusted Model,91015,2023-02-03,0.008522714,-0.044033434,-0.045162502,21,100
Market-Adjusted Model,91021,2023-02-03,-0.178782386,-0.240532191,-0.232467603,21,100
Market-Adjusted Model,91038,2023-02-03,-0.050232197,-0.103193923,-0.103917414,21,100
Market-Adjusted Model,91041,2023-02-03,0.0432941568,-0.007949379,-0.01039106,21,100
Market-Adjusted Model,91044,2023-02-03,0.0019206499,-0.051576929,-0.051764567,21,100
Market-Adjusted Model,91047,2023-02-03,-0.011920521,-0.065270929,-0.065605738,21,100
Market-Adjusted Model,91052,2023-02-03,0.0504798674,-0.002961896,-0.003205349,21,100
Market-Adjusted Model,91053,2023-02-03,0.0339305899,-0.019475286,-0.019754626,21,100
Market-Adjusted Model,91055,2023-02-03,0.0313269541,-0.02175578,-0.022358262,21,100
Market-Adjusted Model,91065,2023-02-03,0.0132781973,-0.035584704,-0.040407019,21,100
Market-Adjusted Model,91068,2023-02-03,0.0754783677,0.0235301174,0.0217931513,21,100
Market-Adjusted Model,91076,2023-02-03,0.1494997665,0.092729394,0.0958145501,21,100
Market-Adjusted Model,91080,2023-02-03,0.0845099734,0.0295235658,0.030824757,21,100
Market-Adjusted Model,91082,2023-02-03,0.1664913432,0.1097746154,0.1128061268,21,100
Market-Adjusted Model,91083,2023-02-03,0.0007787981,-0.052428813,-0.052906418,21,100
Market-Adjusted Model,91086,2023-02-03,-0.068469431,-0.110056928,-0.122154648,21,100
Market-Adjusted Model,91090,2023-02-03,0.0826813858,0.0316438727,0.0289961694,21,100
Market-Adjusted Model,91095,2023-02-03,-0.102739721,-0.154524657,-0.156424937,21,100
Market-Adjusted Model,91103,2023-02-03,0.0260492504,-0.024662363,-0.027635966,21,100
